original_file,new_location,type,joinable_guess,ocr_quality_guess,text_characters_extracted
MORPHINE-AGONY-LIVES-Script-2012-spec-script.pdf,./sorted_output/Selectable/Joinable/MORPHINE-AGONY-LIVES-Script-2012-spec-script.pdf,Selectable,Yes,,4700
Chosen.pdf,./sorted_output/Selectable/Not_Joinable/Chosen.pdf,Selectable,No,,4507
SAFARI_-_Tyler_Hisel2.pdf,./sorted_output/Selectable/Not_Joinable/SAFARI_-_Tyler_Hisel2.pdf,Selectable,No,,3538
BLACKOUT-Peter-Craig-01-28-11.pdf,./sorted_output/Selectable/Not_Joinable/BLACKOUT-Peter-Craig-01-28-11.pdf,Selectable,No,,4810
Falling-Man-The-Ian-Corson-1.pdf,./sorted_output/Selectable/Not_Joinable/Falling-Man-The-Ian-Corson-1.pdf,Selectable,No,,6464
Interstate-5-Seth-M.-Sherwood-Film.pdf,./sorted_output/Selectable/Not_Joinable/Interstate-5-Seth-M.-Sherwood-Film.pdf,Selectable,No,,4516
Bella-Chris-Grillot-Film-4-1-2021.pdf,./sorted_output/Selectable/Joinable/Bella-Chris-Grillot-Film-4-1-2021.pdf,Selectable,Yes,,5641
Blind-Rage-of-Peacoat-Miller-Adam-Penn-Film-8-4-2008.pdf,./sorted_output/Selectable/Joinable/Blind-Rage-of-Peacoat-Miller-Adam-Penn-Film-8-4-2008.pdf,Selectable,Yes,,3791
10-ANGELS-Final.pdf,./sorted_output/Selectable/Not_Joinable/10-ANGELS-Final.pdf,Selectable,No,,4906
LOCKED-by-Jeremy-Haft-Ed-Gonzalez.pdf,./sorted_output/Selectable/Not_Joinable/LOCKED-by-Jeremy-Haft-Ed-Gonzalez.pdf,Selectable,No,,5656
IN-MY-CORNER-Oscar-Torres.pdf,./sorted_output/Selectable/Not_Joinable/IN-MY-CORNER-Oscar-Torres.pdf,Selectable,No,,6160
Bagg_-_THE_SEMANTICIST_-_11-11.pdf,./sorted_output/Selectable/Not_Joinable/Bagg_-_THE_SEMANTICIST_-_11-11.pdf,Selectable,No,,6143
Hotel-Hotel-Hotel-Hotel-Michael-Shanks-Film-11-4-2021.pdf,./sorted_output/Selectable/Joinable/Hotel-Hotel-Hotel-Hotel-Michael-Shanks-Film-11-4-2021.pdf,Selectable,Yes,,6940
THE_EVER_AFTER_PART_Umansky__Hyatt.pdf,./sorted_output/Selectable/Not_Joinable/THE_EVER_AFTER_PART_Umansky__Hyatt.pdf,Selectable,No,,4872
THE-HEATH.pdf,./sorted_output/Selectable/Not_Joinable/THE-HEATH.pdf,Selectable,No,,6076
The-Veil-Mike-Flanagan-Jeff-Howard.pdf,./sorted_output/Selectable/Not_Joinable/The-Veil-Mike-Flanagan-Jeff-Howard.pdf,Selectable,No,,4591
Elizabeth-Blue-Vincent-Sabella-Alfred-D.-Huffington-Film-7-2-2016.pdf,./sorted_output/Selectable/Joinable/Elizabeth-Blue-Vincent-Sabella-Alfred-D.-Huffington-Film-7-2-2016.pdf,Selectable,Yes,,6153
Roanoke-A-Kingdom-Strange.pdf,./sorted_output/Selectable/Not_Joinable/Roanoke-A-Kingdom-Strange.pdf,Selectable,No,,6583
Follow-Michael-Kujak-Film.pdf,./sorted_output/Selectable/Not_Joinable/Follow-Michael-Kujak-Film.pdf,Selectable,No,,5774
Martyrs-Mark-L.-Smith-Film-12-3-2009.pdf,./sorted_output/Selectable/Joinable/Martyrs-Mark-L.-Smith-Film-12-3-2009.pdf,Selectable,Yes,,4177
Rapid-Fire-aka-Moving-Target-Alan-B-McElroy-04-12-1991-Rev-Scan.pdf,./sorted_output/OCR/Obscured_OCR/Rapid-Fire-aka-Moving-Target-Alan-B-McElroy-04-12-1991-Rev-Scan.pdf,OCR,Unknown,Obscured_OCR,0
Maggie-John-Scott-3-Film.pdf,./sorted_output/Selectable/Not_Joinable/Maggie-John-Scott-3-Film.pdf,Selectable,No,,5398
SCARS-Gordon-Daniel-Scott.pdf,./sorted_output/Selectable/Not_Joinable/SCARS-Gordon-Daniel-Scott.pdf,Selectable,No,,5135
FREELANCE-Jake-Lentz-David-Weinstein.pdf,./sorted_output/Selectable/Not_Joinable/FREELANCE-Jake-Lentz-David-Weinstein.pdf,Selectable,No,,5529
Crazy-Love-Carol-Watson-Film-3-10-2004.pdf,./sorted_output/Selectable/Joinable/Crazy-Love-Carol-Watson-Film-3-10-2004.pdf,Selectable,Yes,,10326
LEAVE-Andrew-Barrer-Gabriel-Ferrari.pdf,./sorted_output/Selectable/Not_Joinable/LEAVE-Andrew-Barrer-Gabriel-Ferrari.pdf,Selectable,No,,4245
DESTINY-Smith-RJ.pdf,./sorted_output/Selectable/Not_Joinable/DESTINY-Smith-RJ.pdf,Selectable,No,,5240
BERTNERS-2-3-11.pdf,./sorted_output/Selectable/Not_Joinable/BERTNERS-2-3-11.pdf,Selectable,No,,4505
Batman-first-draft-1986-by-Sam-Hamm.pdf,./sorted_output/OCR/Obscured_OCR/Batman-first-draft-1986-by-Sam-Hamm.pdf,OCR,Unknown,Obscured_OCR,0
PITCHING-PENNIES_Nate_Crocker.pdf,./sorted_output/Selectable/Not_Joinable/PITCHING-PENNIES_Nate_Crocker.pdf,Selectable,No,,4217
PRISONER-23-Yarbough-Cody.pdf,./sorted_output/Selectable/Not_Joinable/PRISONER-23-Yarbough-Cody.pdf,Selectable,No,,5623
T-Eric-Gross-Film.pdf,./sorted_output/Selectable/Not_Joinable/T-Eric-Gross-Film.pdf,Selectable,No,,4579
Fear-of-Clowns-Kevin-Kangas-Film.pdf,./sorted_output/Selectable/Not_Joinable/Fear-of-Clowns-Kevin-Kangas-Film.pdf,Selectable,No,,9085
HIGH-SCHOOL-SENIORS-McCollester-Hamish.pdf,./sorted_output/Selectable/Not_Joinable/HIGH-SCHOOL-SENIORS-McCollester-Hamish.pdf,Selectable,No,,4547
FLIGHT-RISK-Sean-Hennen-01-14-11.pdf,./sorted_output/Selectable/Not_Joinable/FLIGHT-RISK-Sean-Hennen-01-14-11.pdf,Selectable,No,,5771
C-mon-C-mon-Mike-Mills-Film.pdf,./sorted_output/Selectable/Not_Joinable/C-mon-C-mon-Mike-Mills-Film.pdf,Selectable,No,,4611
PAST-TIME-SPEC-10-18.pdf,./sorted_output/Selectable/Not_Joinable/PAST-TIME-SPEC-10-18.pdf,Selectable,No,,6523
Mercury-Stefan-Jaworski-Film.pdf,./sorted_output/Selectable/Not_Joinable/Mercury-Stefan-Jaworski-Film.pdf,Selectable,No,,3952
Last-Night-in-Soho-Edgar-Wright-Krysty-Wilson-Cairns-Film.pdf,./sorted_output/Selectable/Not_Joinable/Last-Night-in-Soho-Edgar-Wright-Krysty-Wilson-Cairns-Film.pdf,Selectable,No,,5754
Epic_Kaplan.pdf,./sorted_output/Selectable/Not_Joinable/Epic_Kaplan.pdf,Selectable,No,,3600
Don-t-Look-Up-Adam-McKay-Film-1-22-2020.pdf,./sorted_output/Selectable/Joinable/Don-t-Look-Up-Adam-McKay-Film-1-22-2020.pdf,Selectable,Yes,,4521
Dennis-Rodman-s-48-Hours-in-Vegas-Jordan-Van-Dina-Film-1-15-2021.pdf,./sorted_output/Selectable/Joinable/Dennis-Rodman-s-48-Hours-in-Vegas-Jordan-Van-Dina-Film-1-15-2021.pdf,Selectable,Yes,,4382
Galactic-Prospectors-Curt-Burdick-Scott-Burdick.pdf,./sorted_output/Selectable/Not_Joinable/Galactic-Prospectors-Curt-Burdick-Scott-Burdick.pdf,Selectable,No,,5992
Darkfall-T.-S.-Faull-Film.pdf,./sorted_output/Selectable/Not_Joinable/Darkfall-T.-S.-Faull-Film.pdf,Selectable,No,,3636
Esther-Jonas-Mike-Demski.pdf,./sorted_output/Selectable/Not_Joinable/Esther-Jonas-Mike-Demski.pdf,Selectable,No,,4517
THE-WEDDING-DRESS-Freeman-Lauren.pdf,./sorted_output/Selectable/Not_Joinable/THE-WEDDING-DRESS-Freeman-Lauren.pdf,Selectable,No,,6473
Jellyfish-Days-Matthew-Kic-Mike-Source-Film.pdf,./sorted_output/Selectable/Not_Joinable/Jellyfish-Days-Matthew-Kic-Mike-Source-Film.pdf,Selectable,No,,5788
Soul-Mates-Chris-LaMont-Joe-Russo-Film.pdf,./sorted_output/Selectable/Not_Joinable/Soul-Mates-Chris-LaMont-Joe-Russo-Film.pdf,Selectable,No,,4909
The-Devil-Herself-Colin-Bannon-Film.pdf,./sorted_output/Selectable/Not_Joinable/The-Devil-Herself-Colin-Bannon-Film.pdf,Selectable,No,,6744
Blunt-Instrument-Oct-20111221.pdf,./sorted_output/Selectable/Joinable/Blunt-Instrument-Oct-20111221.pdf,Selectable,Yes,,4367
My-Boyfriend-s-Wedding-Carri-Solomon-Film.PDF,./sorted_output/Selectable/Not_Joinable/My-Boyfriend-s-Wedding-Carri-Solomon-Film.PDF,Selectable,No,,4386
Donor-7277-2012.pdf,./sorted_output/Selectable/Joinable/Donor-7277-2012.pdf,Selectable,Yes,,4651
Candlewood-Jessica-Granger-Film.pdf,./sorted_output/Selectable/Not_Joinable/Candlewood-Jessica-Granger-Film.pdf,Selectable,No,,4841
The-Lodge-Sergio-Casci-Veronika-Franz-Severin-Fiala-Film-5-1-2017.pdf,./sorted_output/Selectable/Joinable/The-Lodge-Sergio-Casci-Veronika-Franz-Severin-Fiala-Film-5-1-2017.pdf,Selectable,Yes,,7144
Faster-Tony-Gayton-Joe-Gayton-Film.pdf,./sorted_output/OCR/Obscured_OCR/Faster-Tony-Gayton-Joe-Gayton-Film.pdf,OCR,Unknown,Obscured_OCR,0
The-Young-The-Hot-and-The-Bothered-Leah-Rachel.pdf,./sorted_output/Selectable/Not_Joinable/The-Young-The-Hot-and-The-Bothered-Leah-Rachel.pdf,Selectable,No,,4049
Max-and-Tony-s-Epic-One-Night-Stand-Thomas-Kivney-Film.pdf,./sorted_output/Selectable/Not_Joinable/Max-and-Tony-s-Epic-One-Night-Stand-Thomas-Kivney-Film.pdf,Selectable,No,,3376
CRATER-Jan-21-1.pdf,./sorted_output/Selectable/Not_Joinable/CRATER-Jan-21-1.pdf,Selectable,No,,5459
BLACK-ROCK-Dan-Kay.pdf,./sorted_output/Selectable/Not_Joinable/BLACK-ROCK-Dan-Kay.pdf,Selectable,No,,5245
Gringos-Don-Michael-Paul-Kelly-Cabral.pdf,./sorted_output/Selectable/Not_Joinable/Gringos-Don-Michael-Paul-Kelly-Cabral.pdf,Selectable,No,,4792
1760655322557_CapedWonder_PUZO_SUPERMAN_2nd_DRAFT_OCT_01_1975.pdf,./sorted_output/Selectable/Joinable/1760655322557_CapedWonder_PUZO_SUPERMAN_2nd_DRAFT_OCT_01_1975.pdf,Selectable,Yes,,5505
Duplex-2003-1st.pdf,./sorted_output/Selectable/Joinable/Duplex-2003-1st.pdf,Selectable,Yes,,4117
BREATHING_Teems_052812.pdf,./sorted_output/Selectable/Not_Joinable/BREATHING_Teems_052812.pdf,Selectable,No,,4839
Duplex-2003-reshoots.pdf,./sorted_output/Selectable/Joinable/Duplex-2003-reshoots.pdf,Selectable,Yes,,4296
The-Harder-They-Fall-Jeymes-Samuel-Boaz-Yakin-Film.pdf,./sorted_output/Selectable/Not_Joinable/The-Harder-They-Fall-Jeymes-Samuel-Boaz-Yakin-Film.pdf,Selectable,No,,4959
Revolutionary-Road-2008-1st-6-9-2004.pdf,./sorted_output/Selectable/Joinable/Revolutionary-Road-2008-1st-6-9-2004.pdf,Selectable,Yes,,5085
Irreversible-John-Pile.pdf,./sorted_output/Selectable/Not_Joinable/Irreversible-John-Pile.pdf,Selectable,No,,5767
Crime-Spree-Brad-Mirman-Film-3-1-1996.pdf,./sorted_output/Selectable/Joinable/Crime-Spree-Brad-Mirman-Film-3-1-1996.pdf,Selectable,Yes,,8257
American-Pirates.pdf,./sorted_output/Selectable/Not_Joinable/American-Pirates.pdf,Selectable,No,,4868
Straight-Edge-by-Rich-Wilkes.pdf,./sorted_output/Selectable/Not_Joinable/Straight-Edge-by-Rich-Wilkes.pdf,Selectable,No,,5194
Christ-Complex-Jeffrey-Scott-Richards-Film.pdf,./sorted_output/Selectable/Not_Joinable/Christ-Complex-Jeffrey-Scott-Richards-Film.pdf,Selectable,No,,7133
EL-GRINGO-87-ELEVEN.pdf,./sorted_output/Selectable/Not_Joinable/EL-GRINGO-87-ELEVEN.pdf,Selectable,No,,4819
Spencer-Steven-Knight-Film-1-4-2021.pdf,./sorted_output/Selectable/Joinable/Spencer-Steven-Knight-Film-1-4-2021.pdf,Selectable,Yes,,7251
BLOODLINE-Will-Honley.pdf,./sorted_output/Selectable/Not_Joinable/BLOODLINE-Will-Honley.pdf,Selectable,No,,3842
Hobby_The_-_Matthew_Gayne.pdf,./sorted_output/Selectable/Not_Joinable/Hobby_The_-_Matthew_Gayne.pdf,Selectable,No,,5995
THE-PERFECT-COUPLE-Hank-Nelken.pdf,./sorted_output/Selectable/Not_Joinable/THE-PERFECT-COUPLE-Hank-Nelken.pdf,Selectable,No,,4160
CRUISER.pdf,./sorted_output/Selectable/Not_Joinable/CRUISER.pdf,Selectable,No,,4563
OSCULUM_INFAME.pdf,./sorted_output/Selectable/Not_Joinable/OSCULUM_INFAME.pdf,Selectable,No,,7333
LASERBLADERS_-_Lee_Garrett.pdf,./sorted_output/Selectable/Not_Joinable/LASERBLADERS_-_Lee_Garrett.pdf,Selectable,No,,4305
ASK-FOR-MICHAEL-PLANTE-10-2-12.pdf,./sorted_output/Selectable/Not_Joinable/ASK-FOR-MICHAEL-PLANTE-10-2-12.pdf,Selectable,No,,4271
Eight-Legged-Freaks-Jesse-Alexander-Ellory-Elkayem-Film-7-1-2000.pdf,./sorted_output/Selectable/Joinable/Eight-Legged-Freaks-Jesse-Alexander-Ellory-Elkayem-Film-7-1-2000.pdf,Selectable,Yes,,6914
Ambulance-2022-Fedak-02-07-2014.pdf,./sorted_output/Selectable/Joinable/Ambulance-2022-Fedak-02-07-2014.pdf,Selectable,Yes,,5346
Distant-2024-aka-Long-Distance.pdf,./sorted_output/Selectable/Joinable/Distant-2024-aka-Long-Distance.pdf,Selectable,Yes,,3416
Shot-Through-the-Heart-Jason-Nutt.pdf,./sorted_output/Selectable/Not_Joinable/Shot-Through-the-Heart-Jason-Nutt.pdf,Selectable,No,,4162
Village-of-the-Damned-1960.pdf,./sorted_output/OCR/Obscured_OCR/Village-of-the-Damned-1960.pdf,OCR,Unknown,Obscured_OCR,0
Doctor-Faustus-Tod-Davies-Film-1-19-2005.pdf,./sorted_output/Selectable/Joinable/Doctor-Faustus-Tod-Davies-Film-1-19-2005.pdf,Selectable,Yes,,5865
Cruel-Summer-Leigh-Cesiro-Erica-Matlin-Film.pdf,./sorted_output/Selectable/Not_Joinable/Cruel-Summer-Leigh-Cesiro-Erica-Matlin-Film.pdf,Selectable,No,,5185
Eye-In-The-Sky-Richard-D_Ovidio-2-3-15.pdf,./sorted_output/Selectable/Not_Joinable/Eye-In-The-Sky-Richard-D_Ovidio-2-3-15.pdf,Selectable,No,,5728
MANUSCRIPT-by-Adam-Cohen-11-14-11.pdf,./sorted_output/Selectable/Not_Joinable/MANUSCRIPT-by-Adam-Cohen-11-14-11.pdf,Selectable,No,,4988
Danny-Collins-Dan-Fogelman-Film-8-1-2013.pdf,./sorted_output/Selectable/Joinable/Danny-Collins-Dan-Fogelman-Film-8-1-2013.pdf,Selectable,Yes,,5497
Stick-It-2006.pdf,./sorted_output/OCR/Obscured_OCR/Stick-It-2006.pdf,OCR,Unknown,Obscured_OCR,0
Bravestarr-The-Legend-1988-aka-Bravestarr-The-Movie.pdf,./sorted_output/OCR/Obscured_OCR/Bravestarr-The-Legend-1988-aka-Bravestarr-The-Movie.pdf,OCR,Unknown,Obscured_OCR,0
Detox-Kevin-Armento-Jaki-Bradley-Film.pdf,./sorted_output/Selectable/Not_Joinable/Detox-Kevin-Armento-Jaki-Bradley-Film.pdf,Selectable,No,,4188
CAPTAIN-THUNDER-Jason-Benoit.pdf,./sorted_output/Selectable/Not_Joinable/CAPTAIN-THUNDER-Jason-Benoit.pdf,Selectable,No,,5819
Thicker-than-Ice-Tara-Tomicevic-Film.pdf,./sorted_output/Selectable/Not_Joinable/Thicker-than-Ice-Tara-Tomicevic-Film.pdf,Selectable,No,,4669
Sad_Jack.pdf,./sorted_output/Selectable/Not_Joinable/Sad_Jack.pdf,Selectable,No,,4218
bloodmoney10-16final1.pdf,./sorted_output/Selectable/Not_Joinable/bloodmoney10-16final1.pdf,Selectable,No,,5906
Tom-Brown_s-Schooldays-2005-TVM.pdf,./sorted_output/Selectable/Joinable/Tom-Brown_s-Schooldays-2005-TVM.pdf,Selectable,Yes,,3782
SURPRISE-WEDDING.PDF,./sorted_output/Selectable/Not_Joinable/SURPRISE-WEDDING.PDF,Selectable,No,,5237
Harsh-09-10-101.pdf,./sorted_output/Selectable/Not_Joinable/Harsh-09-10-101.pdf,Selectable,No,,3927
1001-FEATS-Paul-Biery.pdf,./sorted_output/Selectable/Not_Joinable/1001-FEATS-Paul-Biery.pdf,Selectable,No,,5585
Sleep-Solution-Jenni-Hendricks-Ted-Caplan-Film-10-1-2021.pdf,./sorted_output/Selectable/Joinable/Sleep-Solution-Jenni-Hendricks-Ted-Caplan-Film-10-1-2021.pdf,Selectable,Yes,,4812
Shut-in-Melanie-Toast-Film.pdf,./sorted_output/Selectable/Not_Joinable/Shut-in-Melanie-Toast-Film.pdf,Selectable,No,,5225
Best-Funeral-Ever-2015-Nicholl-Finalist.pdf,./sorted_output/Selectable/Joinable/Best-Funeral-Ever-2015-Nicholl-Finalist.pdf,Selectable,Yes,,4365
The-Tender-Bar-William-Monahan-Film.pdf,./sorted_output/Selectable/Not_Joinable/The-Tender-Bar-William-Monahan-Film.pdf,Selectable,No,,6816
Killers-2012-Nicholl-Winner.pdf,./sorted_output/Selectable/Joinable/Killers-2012-Nicholl-Winner.pdf,Selectable,Yes,,5762
Four-Assassins-(And-a-Funeral)-Ryan-Hooper-Film-4-11-2021.pdf,./sorted_output/Selectable/Joinable/Four-Assassins-And-a-Funeral-Ryan-Hooper-Film-4-11-2021.pdf,Selectable,Yes,,6056
WorstBest-9-9-11.pdf,./sorted_output/Selectable/Not_Joinable/WorstBest-9-9-11.pdf,Selectable,No,,4559
Christmas-Vs-Hanukkah-Final.pdf,./sorted_output/Selectable/Not_Joinable/Christmas-Vs-Hanukkah-Final.pdf,Selectable,No,,5025
PARENT__S-NIGHT-113.pdf,./sorted_output/Selectable/Not_Joinable/PARENT__S-NIGHT-113.pdf,Selectable,No,,4445
Field-of-View-Julian-Silver-Reiss-Clauson-Wolf-Film.pdf,./sorted_output/Selectable/Not_Joinable/Field-of-View-Julian-Silver-Reiss-Clauson-Wolf-Film.pdf,Selectable,No,,5315
I-DO-AGAIN-Jenna-Milly-and-Ann-Marie-Allison.pdf,./sorted_output/Selectable/Not_Joinable/I-DO-AGAIN-Jenna-Milly-and-Ann-Marie-Allison.pdf,Selectable,No,,4162
Human-Stain-The-2003-2002-02-25.pdf,./sorted_output/Selectable/Joinable/Human-Stain-The-2003-2002-02-25.pdf,Selectable,Yes,,6584
Under-the-Greenwood-Tree-2005-TVM.pdf,./sorted_output/Selectable/Joinable/Under-the-Greenwood-Tree-2005-TVM.pdf,Selectable,Yes,,5368
Encanto-Charise-Castro-Smith-Jared-Bush-Film.pdf,./sorted_output/Selectable/Not_Joinable/Encanto-Charise-Castro-Smith-Jared-Bush-Film.pdf,Selectable,No,,6129
Heart-Eyes-2024.pdf,./sorted_output/Selectable/Joinable/Heart-Eyes-2024.pdf,Selectable,Yes,,4657
LORE-3-20-12.pdf,./sorted_output/Selectable/Not_Joinable/LORE-3-20-12.pdf,Selectable,No,,5184
The-College-Dropout-Thomas-Aguilar-Michael-Ballin-Film-2-5-2021.pdf,./sorted_output/Selectable/Joinable/The-College-Dropout-Thomas-Aguilar-Michael-Ballin-Film-2-5-2021.pdf,Selectable,Yes,,3932
Hattie-2011-TVM-Stephen-Russell.pdf,./sorted_output/Selectable/Joinable/Hattie-2011-TVM-Stephen-Russell.pdf,Selectable,Yes,,2691
Disorientation_Distribution1.pdf,./sorted_output/Selectable/Not_Joinable/Disorientation_Distribution1.pdf,Selectable,No,,4755
Dead-Town-USA-9-14-12.pdf,./sorted_output/Selectable/Not_Joinable/Dead-Town-USA-9-14-12.pdf,Selectable,No,,4659
Abbi-and-the-Eighth-Wonder-Matt-Roller-Film.pdf,./sorted_output/Selectable/Not_Joinable/Abbi-and-the-Eighth-Wonder-Matt-Roller-Film.pdf,Selectable,No,,4523
SINKHOLE-by-Luke-Passmore.pdf,./sorted_output/Selectable/Not_Joinable/SINKHOLE-by-Luke-Passmore.pdf,Selectable,No,,5271
Dibbuk-Box-E.-L.-Katz-Film.pdf,./sorted_output/Selectable/Not_Joinable/Dibbuk-Box-E.-L.-Katz-Film.pdf,Selectable,No,,5628
HOMECOMING-QUEENS.PDF,./sorted_output/Selectable/Not_Joinable/HOMECOMING-QUEENS.PDF,Selectable,No,,4572
A-Few-Good-Men-1992-10-02-1991.pdf,./sorted_output/Selectable/Joinable/A-Few-Good-Men-1992-10-02-1991.pdf,Selectable,Yes,,6653
Duplex-2003-2nd.pdf,./sorted_output/Selectable/Joinable/Duplex-2003-2nd.pdf,Selectable,Yes,,3985
THE-WIDOW-Ray-Wright.pdf,./sorted_output/Selectable/Not_Joinable/THE-WIDOW-Ray-Wright.pdf,Selectable,No,,5331
CURRENCY-Mark-DiStefano.pdf,./sorted_output/Selectable/Not_Joinable/CURRENCY-Mark-DiStefano.pdf,Selectable,No,,4658
SLAYER-2.pdf,./sorted_output/Selectable/Not_Joinable/SLAYER-2.pdf,Selectable,No,,6695
GUEST_MatthewCruz.pdf,./sorted_output/Selectable/Not_Joinable/GUEST_MatthewCruz.pdf,Selectable,No,,4961
Psycho-Killer-Andrew-Kevin-Walker-Film-9-25-2007.pdf,./sorted_output/Selectable/Joinable/Psycho-Killer-Andrew-Kevin-Walker-Film-9-25-2007.pdf,Selectable,Yes,,18839
Beneath-Patrick-J-Doody-Chris-Valenziano.pdf,./sorted_output/Selectable/Not_Joinable/Beneath-Patrick-J-Doody-Chris-Valenziano.pdf,Selectable,No,,3828
From-Mia-With-Love-David-Katzenberg-Seth-Graham-Smith-Kevin-Chesley-Bryan-Shukoff-4-23-11.pdf,./sorted_output/Selectable/Not_Joinable/From-Mia-With-Love-David-Katzenberg-Seth-Graham-Smith-Kevin-Chesley-Bryan-Shukoff-4-23-11.pdf,Selectable,No,,4633
MIAMI-Vance-Rodney.pdf,./sorted_output/Selectable/Not_Joinable/MIAMI-Vance-Rodney.pdf,Selectable,No,,5949
DOPPELGANGER.pdf,./sorted_output/Selectable/Not_Joinable/DOPPELGANGER.pdf,Selectable,No,,4030
FLIGHT-RISK-Mike-Le.pdf,./sorted_output/OCR/Obscured_OCR/FLIGHT-RISK-Mike-Le.pdf,OCR,Unknown,Obscured_OCR,0
Detroit-Rock-City-Carl-V-Dupre-Film.pdf,./sorted_output/Selectable/Not_Joinable/Detroit-Rock-City-Carl-V-Dupre-Film.pdf,Selectable,No,,8781
White-Girl-2008-TVM.pdf,./sorted_output/Selectable/Joinable/White-Girl-2008-TVM.pdf,Selectable,Yes,,6089
Blackpill-Alexandra-Serio-Film.pdf,./sorted_output/Selectable/Not_Joinable/Blackpill-Alexandra-Serio-Film.pdf,Selectable,No,,4443
Gay-Chicken-Jeff-Marx-Gregory-Bonsignore-Jeff-Witzke-June-2011.pdf,./sorted_output/Selectable/Joinable/Gay-Chicken-Jeff-Marx-Gregory-Bonsignore-Jeff-Witzke-June-2011.pdf,Selectable,Yes,,4590
Don-t-Go-in-the-Water-Peter-Joseph-Film-5-20-2019.pdf,./sorted_output/Selectable/Joinable/Don-t-Go-in-the-Water-Peter-Joseph-Film-5-20-2019.pdf,Selectable,Yes,,2348
Process-Levin-Menekse-Film.pdf,./sorted_output/Selectable/Not_Joinable/Process-Levin-Menekse-Film.pdf,Selectable,No,,4162
Cop_Cam_062419.pdf,./sorted_output/Selectable/Not_Joinable/Cop_Cam_062419.pdf,Selectable,No,,5339
Grabbers-Kevin-Lehane-Film-7-31-2009.pdf,./sorted_output/Selectable/Joinable/Grabbers-Kevin-Lehane-Film-7-31-2009.pdf,Selectable,Yes,,4217
BULLET-RUN.pdf,./sorted_output/OCR/Obscured_OCR/BULLET-RUN.pdf,OCR,Unknown,Obscured_OCR,0
House-At-The-End-Of-The-Street-David-Loucka-Film-6-20-2008.pdf,./sorted_output/Selectable/Joinable/House-At-The-End-Of-The-Street-David-Loucka-Film-6-20-2008.pdf,Selectable,Yes,,4388
Subject-Zero-David-Lawrence-Cohen-Film-10-11-2011.pdf,./sorted_output/Selectable/Joinable/Subject-Zero-David-Lawrence-Cohen-Film-10-11-2011.pdf,Selectable,Yes,,5781
PICTURE-BOOK-Magid.pdf,./sorted_output/Selectable/Not_Joinable/PICTURE-BOOK-Magid.pdf,Selectable,No,,5515
Pontius-Pilate-Blasi-Vera.pdf,./sorted_output/Selectable/Not_Joinable/Pontius-Pilate-Blasi-Vera.pdf,Selectable,No,,5887
Sprawl-Jordan-Goldberg-Alex-Paraskevas-Film-10-27-2009.pdf,./sorted_output/Selectable/Joinable/Sprawl-Jordan-Goldberg-Alex-Paraskevas-Film-10-27-2009.pdf,Selectable,Yes,,4693
Drop-Dead-Gorgeous-Unlisted-Film.pdf,./sorted_output/Selectable/Not_Joinable/Drop-Dead-Gorgeous-Unlisted-Film.pdf,Selectable,No,,6618
In-Her-Shoes-2005.pdf,./sorted_output/OCR/Obscured_OCR/In-Her-Shoes-2005.pdf,OCR,Unknown,Obscured_OCR,0
FAUST-Cory-Byam-9-23-11.pdf,./sorted_output/Selectable/Not_Joinable/FAUST-Cory-Byam-9-23-11.pdf,Selectable,No,,4837
8-Bit-Christmas-Kevin-Jakubowski-Film-7-14-2019.pdf,./sorted_output/Selectable/Joinable/8-Bit-Christmas-Kevin-Jakubowski-Film-7-14-2019.pdf,Selectable,Yes,,4581
Interrogation-Adam-Rodin-4-5-12.pdf,./sorted_output/Selectable/Not_Joinable/Interrogation-Adam-Rodin-4-5-12.pdf,Selectable,No,,4313
Dead-End-by-Robert-Naturman.pdf,./sorted_output/Selectable/Not_Joinable/Dead-End-by-Robert-Naturman.pdf,Selectable,No,,5967
Chronicle-Max-Landis-Film.pdf,./sorted_output/Selectable/Not_Joinable/Chronicle-Max-Landis-Film.pdf,Selectable,No,,3886
88-MILES-Norm-Leonard-and-Eric-Johnson.pdf,./sorted_output/Selectable/Not_Joinable/88-MILES-Norm-Leonard-and-Eric-Johnson.pdf,Selectable,No,,4523
What-If-Alvaro-Garcia-Lecuona-Film.pdf,./sorted_output/Selectable/Not_Joinable/What-If-Alvaro-Garcia-Lecuona-Film.pdf,Selectable,No,,4414
Going-Pro-9-16-11.pdf,./sorted_output/Selectable/Not_Joinable/Going-Pro-9-16-11.pdf,Selectable,No,,4628
Valet-Untitled-Michael-Bay-Taylor-Lautner-Project-Jason-Dean-Hall-02-08-11.pdf,./sorted_output/Selectable/Not_Joinable/Valet-Untitled-Michael-Bay-Taylor-Lautner-Project-Jason-Dean-Hall-02-08-11.pdf,Selectable,No,,4678
Midnight-Special-Joe-Ballarini-4-18-11.pdf,./sorted_output/Selectable/Not_Joinable/Midnight-Special-Joe-Ballarini-4-18-11.pdf,Selectable,No,,5468
BECKWOURTH-by-James-K-M-Watts.pdf,./sorted_output/Selectable/Not_Joinable/BECKWOURTH-by-James-K-M-Watts.pdf,Selectable,No,,6144
DODGING_THE_DICKMANS_CoxCox.pdf,./sorted_output/Selectable/Not_Joinable/DODGING_THE_DICKMANS_CoxCox.pdf,Selectable,No,,4789
